date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:27:13	109191/109191	---M--	200	added ('OK')	image/png	etag:%226300a6d2-1aa87%22	https://abhishekjha.me/dis5.84416503.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/dis5.84416503.png	(from https://abhishekjha.me/)
05:27:13	39466/39466	---M--	200	added ('OK')	image/png	etag:%226300a6d2-9a2a%22	https://abhishekjha.me/qua1.dea54829.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/qua1.dea54829.png	(from https://abhishekjha.me/)
05:27:13	71634/71634	---M--	200	added ('OK')	image/png	etag:%226300a6d2-117d2%22	https://abhishekjha.me/qua2.1f02501c.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/qua2.1f02501c.png	(from https://abhishekjha.me/)
05:27:13	49852/49852	---M--	200	added ('OK')	image/png	etag:%226300a6d2-c2bc%22	https://abhishekjha.me/qua3.53626716.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/qua3.53626716.png	(from https://abhishekjha.me/)
05:27:14	32039/32039	---M--	200	added ('OK')	image/png	etag:%226300a6d2-7d27%22	https://abhishekjha.me/qua4.6f17bba7.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/qua4.6f17bba7.png	(from https://abhishekjha.me/)
05:27:14	27083/27083	---M--	200	added ('OK')	image/png	etag:%226300a6d2-69cb%22	https://abhishekjha.me/qua5.f7ab19d7.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/qua5.f7ab19d7.png	(from https://abhishekjha.me/)
05:27:14	232248/232248	---M--	200	added ('OK')	image/png	etag:%226300a6d2-38b38%22	https://abhishekjha.me/mut1.10ba212d.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/mut1.10ba212d.png	(from https://abhishekjha.me/)
05:27:14	181900/181900	---M--	200	added ('OK')	image/png	etag:%226300a6d2-2c68c%22	https://abhishekjha.me/mut2.06596ac6.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/mut2.06596ac6.png	(from https://abhishekjha.me/)
05:27:14	89251/89251	---M--	200	added ('OK')	image/png	etag:%226300a6d2-15ca3%22	https://abhishekjha.me/mut3.341ab85c.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/mut3.341ab85c.png	(from https://abhishekjha.me/)
05:27:15	72516/72516	---M--	200	added ('OK')	image/png	etag:%226300a6d2-11b44%22	https://abhishekjha.me/mut4.a21e1ca0.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/mut4.a21e1ca0.png	(from https://abhishekjha.me/)
05:27:15	48279/48279	---M--	200	added ('OK')	image/png	etag:%226300a6d2-bc97%22	https://abhishekjha.me/mut5.cccd00fc.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/mut5.cccd00fc.png	(from https://abhishekjha.me/)
05:27:15	95921/95921	---M--	200	added ('OK')	image/png	etag:%226300a6d3-176b1%22	https://abhishekjha.me/vis1.ef4b47ec.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/vis1.ef4b47ec.png	(from https://abhishekjha.me/)
05:27:15	116752/116752	---M--	200	added ('OK')	image/png	etag:%226300a6d3-1c810%22	https://abhishekjha.me/vis2.f08a2dac.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/vis2.f08a2dac.png	(from https://abhishekjha.me/)
05:27:15	147366/147366	---M--	200	added ('OK')	image/png	etag:%226300a6d3-23fa6%22	https://abhishekjha.me/vis3.ba5c3bad.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/vis3.ba5c3bad.png	(from https://abhishekjha.me/)
05:27:16	274083/274083	---M--	200	added ('OK')	image/png	etag:%226300a6d3-42ea3%22	https://abhishekjha.me/vis4.616e3ffb.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/vis4.616e3ffb.png	(from https://abhishekjha.me/)
05:27:16	162953/162953	---M--	200	added ('OK')	image/png	etag:%226300a6d3-27c89%22	https://abhishekjha.me/vis5.13277bac.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/vis5.13277bac.png	(from https://abhishekjha.me/)
05:27:16	563/563	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226300a6d2-233%22	https://abhishekjha.me/down-arrow.040970d7.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/down-arrow.040970d7.svg	(from https://abhishekjha.me/)
05:27:16	525/525	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226300a6d2-20d%22	https://abhishekjha.me/contact-icon.dee7a034.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/contact-icon.dee7a034.svg	(from https://abhishekjha.me/)
05:27:17	578775/578775	---M--	200	added ('OK')	image/png	etag:%226300a6d2-8d4d7%22	https://abhishekjha.me/card1.a0552dbc.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/card1.a0552dbc.png	(from https://abhishekjha.me/)
05:27:17	199081/199081	---M--	200	added ('OK')	image/png	etag:%226300a6d2-309a9%22	https://abhishekjha.me/card2.cfc820ab.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/card2.cfc820ab.png	(from https://abhishekjha.me/)
05:27:17	521812/521812	---M--	200	added ('OK')	image/png	etag:%226300a6d2-7f654%22	https://abhishekjha.me/card3.b705d81b.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/card3.b705d81b.png	(from https://abhishekjha.me/)
05:27:17	430698/430698	---M--	200	added ('OK')	image/png	etag:%226300a6d2-6926a%22	https://abhishekjha.me/aeizei.7edf201c.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/aeizei.7edf201c.png	(from https://abhishekjha.me/)
05:27:17	198003/198003	---M--	200	added ('OK')	image/png	etag:%226300a6d2-30573%22	https://abhishekjha.me/display.835f9d62.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/display.835f9d62.png	(from https://abhishekjha.me/)
05:27:18	553581/553581	---M--	200	added ('OK')	image/png	etag:%226300a6d2-8726d%22	https://abhishekjha.me/quaive.6fc624fe.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/quaive.6fc624fe.png	(from https://abhishekjha.me/)
05:27:18	1199883/1199883	---M--	200	added ('OK')	image/png	etag:%226300a6d2-124f0b%22	https://abhishekjha.me/muteza.4faa619b.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/muteza.4faa619b.png	(from https://abhishekjha.me/)
05:27:18	281194/281194	---M--	200	added ('OK')	image/png	etag:%226300a6d2-44a6a%22	https://abhishekjha.me/headshot.d60093a0.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/headshot.d60093a0.png	(from https://abhishekjha.me/)
05:27:18	908652/908652	---M--	200	added ('OK')	image/png	etag:%226300a6d3-ddd6c%22	https://abhishekjha.me/visavia4.631e000e.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/visavia4.631e000e.png	(from https://abhishekjha.me/)
05:27:18	514/514	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226300a6d2-202%22	https://abhishekjha.me/new-tab.737d741b.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/new-tab.737d741b.svg	(from https://abhishekjha.me/)
05:27:19	3139/3139	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226300a6d2-c43%22	https://abhishekjha.me/behance.ca83ecae.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/behance.ca83ecae.svg	(from https://abhishekjha.me/)
05:27:19	3451/3451	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226300a6d2-d7b%22	https://abhishekjha.me/insta.f788fd3b.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/insta.f788fd3b.svg	(from https://abhishekjha.me/)
05:27:19	1411/1411	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226300a6d3-583%22	https://abhishekjha.me/twitter.4c1829c0.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/twitter.4c1829c0.svg	(from https://abhishekjha.me/)
05:27:19	17944/17944	---M-Z	200	added ('OK')	text/html	etag:W/%226300a6d2-4618%22	https://abhishekjha.me/2020/	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/index.html	(from https://abhishekjha.me/)
05:27:19	1667/1667	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226300a6d2-683%22	https://abhishekjha.me/dribbble.b18d5ad5.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/dribbble.b18d5ad5.svg	(from https://abhishekjha.me/)
05:27:19	351/351	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226300a6d2-15f%22	https://abhishekjha.me/close.e11d51cb.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/close.e11d51cb.svg	(from https://abhishekjha.me/)
05:27:20	1099509/1099509	---M--	200	added ('OK')	image/png	etag:%226300a6d2-10c6f5%22	https://abhishekjha.me/cate1.012f66c0.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/cate1.012f66c0.png	(from https://abhishekjha.me/)
05:27:20	284/284	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226300a6d3-11c%22	https://abhishekjha.me/ui-arrow-desktop.02091565.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/ui-arrow-desktop.02091565.svg	(from https://abhishekjha.me/)
05:27:20	496/496	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226300a6d2-1f0%22	https://abhishekjha.me/back.62af88e3.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/back.62af88e3.svg	(from https://abhishekjha.me/)
05:27:21	177327/177327	---M-Z	200	added ('OK')	application/javascript	etag:W/%226300a6d2-2b4af%22	https://abhishekjha.me/playbook.a7e0f9eb.js	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/playbook.a7e0f9eb.js	(from https://abhishekjha.me/)
05:27:21	190/190	---M--	200	added ('OK')	image/svg+xml	etag:%226300a6d2-be%22	https://abhishekjha.me/drop-down.0028b9b3.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/drop-down.0028b9b3.svg	(from https://abhishekjha.me/index.9e965a0c.css)
05:27:21	27564/27564	---M-Z	200	added ('OK')	font/otf	etag:W/%226300a6d2-6bac%22	https://abhishekjha.me/Mazius-Extraitalic.121a71a7.otf	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/Mazius-Extraitalic.121a71a7.otf	(from https://abhishekjha.me/index.9e965a0c.css)
05:27:21	143724/143724	---M-Z	200	added ('OK')	font/ttf	etag:W/%226300a6d2-2316c%22	https://abhishekjha.me/Gilroy-Medium.e7e7c091.ttf	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/Gilroy-Medium.e7e7c091.ttf	(from https://abhishekjha.me/index.9e965a0c.css)
05:27:21	139820/139820	---M-Z	200	added ('OK')	font/ttf	etag:W/%226300a6d2-2222c%22	https://abhishekjha.me/Gilroy-SemiBold.f3ed44cd.ttf	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/Gilroy-SemiBold.f3ed44cd.ttf	(from https://abhishekjha.me/index.9e965a0c.css)
05:27:22	24856/24856	---M--	200	added ('OK')	font/woff2	etag:%226300a6d2-6118%22	https://abhishekjha.me/CircularStd-Book.4420c11b.woff2	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/CircularStd-Book.4420c11b.woff2	(from https://abhishekjha.me/index.9e965a0c.css)
05:27:22	142982/142982	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226300a6d2-22e86%22	https://abhishekjha.me/rip.f6d7c4dd.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/rip.f6d7c4dd.svg	(from https://abhishekjha.me/index.b02d3196.css)
05:27:22	198487/198487	---M--	200	added ('OK')	image/jpeg	etag:%226300a6d2-30757%22	https://abhishekjha.me/1.afa6b6fc.jpg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/1.afa6b6fc.jpg	(from https://abhishekjha.me/playbook.html)
05:27:23	388004/388004	---M--	200	added ('OK')	image/png	etag:%226300a6d2-5eba4%22	https://abhishekjha.me/4.5d1ff9af.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/4.5d1ff9af.png	(from https://abhishekjha.me/playbook.html)
05:27:23	572737/572737	---M--	200	added ('OK')	image/png	etag:%226300a6d2-8bd41%22	https://abhishekjha.me/8.e7203b6d.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/8.e7203b6d.png	(from https://abhishekjha.me/playbook.html)
05:27:23	64424/64424	---M--	200	added ('OK')	image/png	etag:%226300a6d2-fba8%22	https://abhishekjha.me/sotd.8efde214.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/sotd.8efde214.png	(from https://abhishekjha.me/playbook.html)
05:27:23	96765/96765	---M--	200	added ('OK')	image/png	etag:%226300a6d2-179fd%22	https://abhishekjha.me/2.4aa03d90.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2.4aa03d90.png	(from https://abhishekjha.me/playbook.html)
05:27:24	512682/512682	---M--	200	added ('OK')	image/png	etag:%226300a6d2-7d2aa%22	https://abhishekjha.me/12.a6a10fed.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/12.a6a10fed.png	(from https://abhishekjha.me/playbook.html)
05:27:24	144090/144090	---M--	200	added ('OK')	image/png	etag:%226300a6d2-232da%22	https://abhishekjha.me/5.6e39b8bc.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/5.6e39b8bc.png	(from https://abhishekjha.me/playbook.html)
05:27:25	393058/393058	---M--	200	added ('OK')	image/png	etag:%226300a6d2-5ff62%22	https://abhishekjha.me/9.964b0a84.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/9.964b0a84.png	(from https://abhishekjha.me/playbook.html)
05:27:25	106303/106303	---M--	200	added ('OK')	image/png	etag:%226300a6d2-19f3f%22	https://abhishekjha.me/3.a1d8f1e0.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/3.a1d8f1e0.png	(from https://abhishekjha.me/playbook.html)
05:27:25	1064434/1064434	---M--	200	added ('OK')	image/png	etag:%226300a6d2-103df2%22	https://abhishekjha.me/hm.be70924b.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/hm.be70924b.png	(from https://abhishekjha.me/playbook.html)
05:27:26	421972/421972	---M--	200	added ('OK')	image/png	etag:%226300a6d2-67054%22	https://abhishekjha.me/7.8a401a2b.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/7.8a401a2b.png	(from https://abhishekjha.me/playbook.html)
05:27:27	630698/630698	---M--	200	added ('OK')	image/png	etag:%226300a6d2-99faa%22	https://abhishekjha.me/1.7e400d6f.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/1.7e400d6f.png	(from https://abhishekjha.me/playbook.html)
05:27:27	540464/540464	---M--	200	added ('OK')	image/png	etag:%226300a6d2-83f30%22	https://abhishekjha.me/10.437dbe48.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/10.437dbe48.png	(from https://abhishekjha.me/playbook.html)
05:27:28	188170/188170	---M--	200	added ('OK')	image/png	etag:%226300a6d2-2df0a%22	https://abhishekjha.me/11.b612ee8d.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/11.b612ee8d.png	(from https://abhishekjha.me/playbook.html)
05:27:28	13709/13709	---M--	200	added ('OK')	image/png	etag:%226300a6d2-358d%22	https://abhishekjha.me/2020/photos/logo.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/logo.png	(from https://abhishekjha.me/2020/)
05:27:29	5851/5851	---M-Z	200	added ('OK')	text/css	etag:W/%226300a6d2-16db%22	https://abhishekjha.me/2020/unistyles.css	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/unistyles.css	(from https://abhishekjha.me/2020/)
05:27:29	8507/8507	---M-Z	200	added ('OK')	text/html	etag:W/%226300a6d2-213b%22	https://abhishekjha.me/2020/mobile.html	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/mobile.html	(from https://abhishekjha.me/2020/)
05:27:30	160872/160872	---M--	200	added ('OK')	image/gif	etag:%226300a6d2-27468%22	https://abhishekjha.me/2020/photos/load.gif	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/load.gif	(from https://abhishekjha.me/2020/)
05:27:31	2931/2931	---M--	200	added ('OK')	image/png	etag:%226300a6d2-b73%22	https://abhishekjha.me/2020/photos/scroll.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/scroll.png	(from https://abhishekjha.me/2020/)
05:27:31	14398/14398	---M-Z	200	added ('OK')	text/html	etag:W/%226300a6d2-383e%22	https://abhishekjha.me/2020/about/	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/about/index.html	(from https://abhishekjha.me/2020/)
05:27:32	21694/21694	---M-Z	200	added ('OK')	text/html	etag:W/%226300a6d2-54be%22	https://abhishekjha.me/2020/projects/	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/projects/index.html	(from https://abhishekjha.me/2020/)
05:27:32	34524/34524	---M--	200	added ('OK')	image/jpeg	etag:%226300a6d2-86dc%22	https://abhishekjha.me/2020/photos/b1.jpg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/b1.jpg	(from https://abhishekjha.me/2020/)
05:27:33	5518/5518	---M--	200	added ('OK')	image/jpeg	etag:%226300a6d2-158e%22	https://abhishekjha.me/2020/photos/chbg.jpg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/chbg.jpg	(from https://abhishekjha.me/2020/)
05:27:33	519088/519088	---M--	200	added ('OK')	image/png	etag:%226300a6d2-7ebb0%22	https://abhishekjha.me/2020/photos/c1.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/c1.png	(from https://abhishekjha.me/2020/)
05:27:34	213042/213042	---M--	200	added ('OK')	image/png	etag:%226300a6d2-34032%22	https://abhishekjha.me/2020/photos/chuu.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/chuu.png	(from https://abhishekjha.me/2020/)
05:27:35	21694/21694	---M-Z	200	added ('OK')	text/html	etag:W/%226300a6d2-54be%22	https://abhishekjha.me/2020/projects/index.html	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/projects/index-2.html	(from https://abhishekjha.me/2020/)
05:27:35	154/154	---M--	200	added ('OK')	image/svg+xml	etag:%226300a6d2-9a%22	https://abhishekjha.me/2020/photos/larro.svg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/larro.svg	(from https://abhishekjha.me/2020/)
05:27:35	7147/7147	---M--	200	added ('OK')	image/jpeg	etag:%226300a6d2-1beb%22	https://abhishekjha.me/2020/photos/shbg.jpg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/shbg.jpg	(from https://abhishekjha.me/2020/)
05:27:36	196241/196241	---M--	200	added ('OK')	image/png	etag:%226300a6d2-2fe91%22	https://abhishekjha.me/2020/photos/shoe.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/shoe.png	(from https://abhishekjha.me/2020/)
05:27:36	4826/4826	---M--	200	added ('OK')	image/jpeg	etag:%226300a6d2-12da%22	https://abhishekjha.me/2020/photos/pobg.jpg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/pobg.jpg	(from https://abhishekjha.me/2020/)
05:27:38	1014796/1014796	---M--	200	added ('OK')	image/png	etag:%226300a6d2-f7c0c%22	https://abhishekjha.me/2020/photos/post.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/post.png	(from https://abhishekjha.me/2020/)
05:27:38	2807/2807	---M--	200	added ('OK')	image/jpeg	etag:%226300a6d2-af7%22	https://abhishekjha.me/2020/photos/ptbg.jpg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/ptbg.jpg	(from https://abhishekjha.me/2020/)
05:27:39	152850/152850	---M--	200	added ('OK')	image/png	etag:%226300a6d2-25512%22	https://abhishekjha.me/2020/photos/pt.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/pt.png	(from https://abhishekjha.me/2020/)
05:27:40	1093474/1093474	---M--	200	added ('OK')	image/gif	etag:%226300a6d2-10af62%22	https://abhishekjha.me/2020/photos/cont2.gif	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/cont2.gif	(from https://abhishekjha.me/2020/)
05:27:40	2619/2619	---M--	200	added ('OK')	image/png	etag:%226300a6d2-a3b%22	https://abhishekjha.me/2020/photos/beh.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/beh.png	(from https://abhishekjha.me/2020/)
05:27:41	35120/35120	---M--	200	added ('OK')	image/jpeg	etag:%226300a6d2-8930%22	https://abhishekjha.me/2020/photos/b2.jpg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/b2.jpg	(from https://abhishekjha.me/2020/)
05:27:41	35288/35288	---M--	200	added ('OK')	image/jpeg	etag:%226300a6d2-89d8%22	https://abhishekjha.me/2020/photos/b3.jpg	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/b3.jpg	(from https://abhishekjha.me/2020/)
05:27:43	531808/531808	---M--	200	added ('OK')	image/png	etag:%226300a6d2-81d60%22	https://abhishekjha.me/2020/photos/c2.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/c2.png	(from https://abhishekjha.me/2020/)
05:27:44	1209106/1209106	---M--	200	added ('OK')	image/png	etag:%226300a6d2-127312%22	https://abhishekjha.me/2020/photos/c3.png	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/photos/c3.png	(from https://abhishekjha.me/2020/)
05:27:44	6350/6350	---M-Z	200	added ('OK')	application/javascript	etag:W/%226300a6d2-18ce%22	https://abhishekjha.me/2020/js/luxy.js	C:/Users/xxdsn/Downloads/new%20web/new%20website/abhishekjha.me/2020/js/luxy.js	(from https://abhishekjha.me/2020/)
